College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 49,Australia,8468,7626,842,7.517885000000001,475770,Biotechnology,Athletics,6,70.91999999999999,143
College 42,Australia,8609,13563,-4954,7.1176525,215305,Biotechnology,Swimming,11,89.94,211
College 27,Singapore,17040,2596,9389,8.619916000000002,319832,Electrical Engineering,Volleyball,29,88.24000000000001,656
College 39,China,22666,5067,6907,9.131594,1383188,Mechanical Engineering,Athletics,27,74.13000000000001,427
College 83,Canada,6795,4661,2134,7.742109,644218,Biotechnology,Tennis,17,77.47,439
College 25,South Africa,4625,12377,-7752,8.3528025,2605605,Economics,Chess,39,100.0,280
College 38,China,17073,5521,3047,10.0,3655572,Electrical Engineering,Chess,40,64.62,546
College 85,Switzerland,21481,13727,7754,7.715697,1591394,Chemical Engineering,Cricket,30,97.39,480
College 24,Canada,24313,4521,12251,9.919437,3978874,Economics,Badminton,33,67.13,678
College 24,China,12426,14676,-2250,10.0,4298001,Economics,Athletics,48,66.29,606
College 60,USA,23506,7494,3987,7.0605945,521189,Mathematics,Swimming,30,93.29,487
College 83,Singapore,10493,7058,3435,9.7571415,2134283,Civil Engineering,Football,29,98.85000000000001,299
College 50,UK,5918,2315,3603,7.656491,972982,Electrical Engineering,Basketball,47,83.83,458
College 66,Australia,10134,4425,5709,9.1270775,2454155,Electrical Engineering,Cricket,42,76.67,361
College 14,USA,15999,10650,3437,7.7731330000000005,806266,Civil Engineering,Tennis,2,74.74000000000001,635
College 53,Switzerland,7175,5200,1975,7.4617215,2623443,Mathematics,Badminton,7,80.4,172
College 32,Canada,25560,14357,5488,7.298223,3976446,Civil Engineering,Cricket,13,80.64,449
College 96,Singapore,17612,12848,1837,8.7881645,1696329,Chemical Engineering,Volleyball,28,78.31,650
College 92,Canada,12632,7784,4848,10.0,254871,Biotechnology,Football,32,63.730000000000004,314
College 48,Canada,1777,13047,-11270,7.4189535,2997907,Mathematics,Athletics,2,63.0,363
College 39,UK,1370,4005,-2635,7.535745,2671490,Electrical Engineering,Cricket,0,76.06,298
College 40,India,17485,3425,10069,9.0285955,2137191,Civil Engineering,Cricket,24,79.11,383
College 42,UK,29873,4008,8677,9.3989385,4697877,Mechanical Engineering,Football,3,82.33,626
College 77,China,20626,8644,9553,9.0380495,3896099,Biotechnology,Swimming,13,82.19,485
College 76,India,7662,5990,1672,8.5174895,1214979,Chemical Engineering,Badminton,14,73.83000000000001,372
College 8,USA,14103,14479,-376,8.424347000000001,2528694,Mathematics,Tennis,49,82.82000000000001,635
College 79,Canada,23772,5529,11488,8.6445295,669059,Electrical Engineering,Chess,14,89.60000000000001,406
College 26,Singapore,5684,7411,-1727,6.527919000000001,1575838,Business Administration,Volleyball,24,64.93,173
College 12,South Africa,25470,9335,13706,8.341097,2622194,Chemical Engineering,Badminton,9,62.94,317
College 43,Switzerland,20146,3203,5685,5.7024235,924847,Economics,Football,19,69.98,476
College 51,UK,8138,2461,5677,9.9217655,3983531,Mathematics,Basketball,42,95.0,436
College 91,India,19567,6367,12695,7.7583009999999994,4156602,Chemical Engineering,Swimming,47,69.4,509
College 82,India,5566,6963,-1397,6.199887,739774,Biotechnology,Football,46,77.69999999999999,311
College 100,India,26699,1239,5166,7.9490955,2418191,Electrical Engineering,Basketball,46,87.61999999999999,610
College 63,China,11246,2403,6209,8.351781,4903562,Computer Science,Football,48,85.38,516
College 49,UK,9969,8770,1199,7.308787,337574,Mechanical Engineering,Basketball,35,94.82,368
College 27,Japan,9587,4604,4983,8.107906,3015812,Mechanical Engineering,Athletics,1,75.88,260
College 9,Canada,17862,6103,6067,9.107856,1975712,Biotechnology,Basketball,41,93.24,478
College 39,Canada,8626,5559,3067,7.222618499999999,345237,Physics,Swimming,2,73.08,419
College 65,USA,26508,4550,2757,5.8328045,1425609,Economics,Athletics,9,74.46000000000001,478
College 71,South Africa,9345,2325,7020,7.770560000000001,1061120,Computer Science,Chess,2,65.96000000000001,197
College 90,South Africa,25580,13771,11468,8.6627195,3365439,Mathematics,Chess,20,89.65,657
College 71,Switzerland,9114,8062,1052,7.4799855,1219971,Business Administration,Swimming,11,98.82,508
College 7,China,23190,10902,2281,8.6265335,3193067,Business Administration,Basketball,38,84.75,315
College 72,Japan,1774,10895,-9121,8.9968045,3973609,Biotechnology,Athletics,42,79.02,322
College 80,Japan,18699,3407,4845,8.89078,2361560,Physics,Tennis,36,91.00999999999999,252
College 67,Canada,8686,13950,-5264,8.374907,2489814,Economics,Volleyball,28,67.85,293
College 10,Canada,27022,3865,12900,9.309527,4339054,Electrical Engineering,Chess,38,90.2,537
College 71,Japan,16657,14165,2492,8.7837965,1067593,Biotechnology,Chess,33,90.88,347
College 85,Australia,25829,1922,3364,8.4344425,3228885,Physics,Volleyball,34,95.32000000000001,577
College 53,Australia,19787,2427,5685,8.279219,3938438,Economics,Football,39,90.15,528
College 95,Australia,7897,3804,4093,8.806606,2173212,Computer Science,Tennis,49,66.43,346
College 87,Japan,4253,10716,-6463,7.414028500000001,3608057,Electrical Engineering,Football,18,65.12,130
College 57,South Africa,28909,7860,2612,6.8088935,3497787,Economics,Volleyball,41,76.03999999999999,414
College 91,India,4028,4491,-463,10.0,4821384,Economics,Basketball,35,81.33,380
College 86,China,8158,5285,2873,10.0,4567125,Economics,Football,47,74.03,326
College 27,UK,1578,1661,-83,6.2471625,1554325,Computer Science,Basketball,47,99.85000000000001,380
College 54,Switzerland,9294,13787,-4493,10.0,4857549,Physics,Athletics,48,67.02,503
College 4,South Africa,18677,12804,5873,8.905989,4811978,Physics,Tennis,33,100.0,518
College 88,USA,19426,14145,5281,9.298246500000001,4456493,Electrical Engineering,Swimming,38,90.50999999999999,329
College 23,Singapore,5440,14068,-8628,8.528775,1537550,Economics,Swimming,16,93.75,301
College 48,Canada,24524,4606,10909,10.0,3353033,Computer Science,Volleyball,35,65.22,373
College 83,Japan,19404,3228,3577,8.3692755,2878551,Physics,Tennis,48,93.6,332
College 42,Canada,16951,4854,10646,9.903843,4507686,Physics,Cricket,21,82.24,632
College 3,USA,28775,6916,12546,9.5376225,1715245,Mathematics,Athletics,6,90.6,567
College 91,Canada,19638,5939,10749,9.090712,2341424,Mathematics,Tennis,25,90.93,257
College 3,Australia,10711,8638,2073,10.0,3564477,Physics,Volleyball,27,96.53,600
College 28,Japan,20863,13131,3568,10.0,4593603,Physics,Volleyball,39,75.01,290
College 63,USA,13840,13399,441,9.370533,4001066,Economics,Swimming,25,89.81,483
College 81,Switzerland,15023,13460,1563,9.7447615,3629523,Economics,Football,13,97.50999999999999,223
College 31,India,5345,9235,-3890,6.4614709999999995,482942,Biotechnology,Football,21,80.77,169
College 10,Australia,19741,6540,7886,7.7122425,1664485,Economics,Basketball,44,97.45,566
College 49,UK,25193,4965,2411,8.6940945,1588189,Mathematics,Swimming,22,82.60000000000001,405
College 86,Australia,2660,14158,-11498,7.129917000000001,879834,Mathematics,Swimming,6,94.78999999999999,234
College 94,India,15441,2722,5722,7.389981,1019962,Mathematics,Badminton,22,84.13000000000001,340
College 21,India,20801,5022,14993,8.0427685,1425537,Economics,Basketball,27,71.38000000000001,366
College 100,USA,14713,14148,565,8.5436835,2027367,Economics,Cricket,14,81.30000000000001,406
College 53,China,15865,14962,903,8.982233,204466,Chemical Engineering,Cricket,25,98.55,513
College 87,Switzerland,23674,3140,7648,6.5762015,2212403,Mechanical Engineering,Cricket,20,68.31,327
College 76,Singapore,18060,2661,4519,8.445905,2591810,Mathematics,Football,29,70.37,396
College 89,Singapore,24008,14380,6922,8.906608,2373216,Mechanical Engineering,Volleyball,29,99.11,739
College 54,Singapore,9287,11703,-2416,10.0,3153140,Electrical Engineering,Badminton,40,66.93,171
College 57,Japan,29760,11326,4359,7.7952984999999995,1330597,Chemical Engineering,Athletics,39,100.0,599
College 20,USA,13122,6684,2245,8.379576,4339152,Civil Engineering,Swimming,44,87.06,618
College 49,Switzerland,29564,14747,4633,7.682247,944494,Physics,Athletics,13,62.19,612
College 7,UK,5310,9151,-3841,8.8948525,4069705,Economics,Swimming,41,97.16999999999999,237
College 29,UK,29605,13278,9606,6.6769595,333919,Mathematics,Chess,29,96.14,561
College 48,USA,20146,6658,11119,9.0624775,4584955,Economics,Cricket,12,96.33,294
College 93,Australia,23676,13997,9679,6.0200255,440051,Electrical Engineering,Basketball,48,84.23,296
College 13,Singapore,27794,685,13085,9.1257045,3711409,Economics,Volleyball,12,62.220000000000006,448
College 3,Singapore,8006,8062,-56,9.6889925,2397985,Economics,Swimming,20,82.75,483
College 2,Canada,20769,1237,4896,7.907916500000001,2095833,Biotechnology,Tennis,33,67.19,422
College 16,USA,4106,6998,-2892,8.266819,353638,Chemical Engineering,Swimming,9,79.59,207
College 94,Switzerland,14666,5755,8911,9.965012999999999,4230026,Mathematics,Football,39,82.01,407
College 6,USA,20763,8722,12041,10.0,4537719,Chemical Engineering,Chess,47,85.99000000000001,397
College 45,Australia,12502,5360,7142,6.900998,3341996,Mechanical Engineering,Volleyball,25,73.81,291
College 71,Japan,26374,10498,2580,7.859163499999999,518327,Mechanical Engineering,Cricket,34,94.78,567
College 5,Canada,19252,8016,6612,9.1077875,2095575,Mechanical Engineering,Chess,47,67.13,243
College 56,Australia,21713,1090,4369,6.685955,1851910,Biotechnology,Basketball,9,88.10000000000001,415
College 71,Switzerland,24762,8683,8577,8.023517,1047034,Biotechnology,Athletics,4,89.10000000000001,471
College 98,Australia,9329,13747,-4418,8.0140075,1968015,Computer Science,Football,10,61.49,506
College 32,Canada,1559,9874,-8315,7.8623465,824693,Biotechnology,Football,16,79.03,255
College 49,USA,20941,12666,8275,9.578859999999999,4897720,Economics,Swimming,47,95.25,532
College 13,Switzerland,20268,1489,3781,9.256903999999999,4233808,Computer Science,Football,19,89.62,374
College 30,Japan,23782,4851,7589,9.603428500000001,2106857,Economics,Badminton,22,95.63000000000001,729
College 25,South Africa,11047,5324,5723,8.505717,4391434,Mechanical Engineering,Tennis,13,98.24,358
College 85,South Africa,6486,4586,1900,8.753353,2766706,Physics,Chess,32,86.38000000000001,157
College 60,Canada,12056,7618,4438,8.6437395,1647479,Economics,Basketball,48,73.86,449
College 59,Canada,28907,10432,1437,8.6567155,2893431,Civil Engineering,Tennis,29,100.0,655
College 85,Singapore,18483,829,1411,9.1002405,4440481,Electrical Engineering,Cricket,13,65.8,384
College 28,Canada,18132,6150,8227,6.014939,749878,Biotechnology,Basketball,14,66.18,611
College 58,USA,13731,4772,8959,8.0982395,1716479,Physics,Cricket,23,71.67999999999999,327
College 20,Japan,6593,6402,191,9.639763,4679526,Civil Engineering,Basketball,14,77.39,535
College 34,Singapore,24342,11766,12250,9.472417,1144834,Mechanical Engineering,Football,39,72.81,476
College 5,Japan,25746,13445,7967,9.9167235,3913447,Chemical Engineering,Football,49,79.62,713
College 82,Japan,27431,4745,8454,10.0,4970752,Mechanical Engineering,Volleyball,38,64.81,344
College 60,Japan,29558,5075,3138,8.634598,2989196,Physics,Cricket,9,96.14,451
College 43,Switzerland,15303,2770,2580,6.851897,2243794,Mechanical Engineering,Cricket,29,88.93,341
College 57,India,19460,8253,1683,10.0,3040275,Physics,Volleyball,20,99.88,322
College 57,USA,21981,12782,2574,9.2218205,4483641,Business Administration,Badminton,29,80.33000000000001,501
College 75,Switzerland,11397,12252,-855,8.38087,821740,Computer Science,Volleyball,17,71.85000000000001,483
College 54,India,17924,8480,8460,10.0,4988593,Physics,Athletics,44,73.42,677
College 81,South Africa,7907,904,1198,8.472887,1245774,Civil Engineering,Football,7,78.33,492
College 45,UK,5570,14741,-9171,7.154274,488548,Computer Science,Athletics,0,81.65,379
College 86,Australia,9398,12880,-3482,7.5591785,418357,Physics,Badminton,24,84.41000000000001,570
College 37,Singapore,18891,14397,4494,7.8222445,1404489,Electrical Engineering,Badminton,16,93.19999999999999,678
College 84,UK,17731,5775,11249,10.0,4610807,Mechanical Engineering,Football,37,97.45,464
College 48,Canada,12209,7593,4616,9.433325499999999,3586651,Physics,Tennis,49,86.47,447
College 54,USA,17161,5501,4524,9.0650035,4590007,Biotechnology,Athletics,32,99.26,506
College 48,UK,18854,1299,11491,5.7346535,709307,Economics,Cricket,19,66.48,491
College 6,Canada,1907,7489,-5582,7.184094,988188,Physics,Swimming,23,100.0,223
College 34,UK,23424,531,1741,9.0384995,3616999,Economics,Cricket,25,62.96,490
College 63,Canada,22639,1000,11980,7.973797,3647594,Mathematics,Cricket,5,68.08,394
College 78,Switzerland,8796,11303,-2507,9.436634,2873268,Mathematics,Athletics,2,61.75,162
College 48,USA,10983,1771,9212,8.2878595,1555719,Biotechnology,Chess,45,70.95,542
College 23,India,3423,5547,-2124,9.012307999999999,1684616,Chemical Engineering,Chess,28,85.92,399
College 84,India,12893,5179,7714,9.598104500000002,3096209,Mechanical Engineering,Cricket,42,73.43,598
College 13,USA,7640,14168,-6528,9.89855,2877100,Business Administration,Chess,43,80.56,141
College 47,Switzerland,9543,4841,2901,7.671984999999999,3063970,Business Administration,Athletics,22,92.12,264
College 44,South Africa,27711,12678,6629,7.843937,1107874,Biotechnology,Badminton,30,65.06,702
College 32,Switzerland,23916,8201,10629,7.2515035,1663007,Physics,Athletics,7,87.59,352
College 26,UK,2170,614,1556,10.0,4520182,Computer Science,Football,34,74.01,446
College 53,Canada,4146,3147,999,9.5187575,3117515,Mathematics,Volleyball,35,100.0,113
College 14,Canada,15416,13071,2345,9.429994,4999988,Electrical Engineering,Football,41,99.1,515
College 52,South Africa,14467,3996,10471,7.80054,4041080,Economics,Swimming,4,88.11,563
College 36,South Africa,22783,5790,11226,8.167167000000001,1614334,Physics,Swimming,29,81.65,605
College 8,South Africa,4237,3768,469,10.0,2408829,Mathematics,Athletics,0,98.53,471
College 40,Singapore,27398,1084,2511,8.6401585,1700317,Economics,Chess,43,100.0,325
College 86,China,1966,12347,-10381,10.0,4189557,Mechanical Engineering,Athletics,37,69.29,410
College 22,Singapore,8727,4142,4585,7.552569999999999,3325140,Mathematics,Chess,10,68.76,143
College 16,USA,19306,13739,5567,7.4111175000000005,1002235,Mathematics,Basketball,20,88.49,397
College 91,Canada,19635,11614,8021,9.0909125,1961825,Chemical Engineering,Basketball,26,89.61,296
College 60,USA,21953,4677,7789,10.0,4178416,Mechanical Engineering,Athletics,14,65.09,482
College 60,UK,9935,5019,4916,10.0,4735233,Computer Science,Volleyball,25,71.19,306
College 10,South Africa,10986,7616,3370,6.280898,1561796,Computer Science,Badminton,44,78.89,162
College 25,USA,11158,5817,5341,8.625165,2030330,Economics,Athletics,39,97.29,509
College 31,India,22876,7020,5257,8.324468,1988936,Computer Science,Chess,20,91.54,478
College 21,Japan,21645,8451,3631,7.0984095,1376819,Physics,Tennis,5,84.97,496
College 91,Switzerland,1796,11525,-9729,8.421346,2102692,Physics,Swimming,28,86.21,317
College 81,Singapore,26831,10141,11375,10.0,4594283,Computer Science,Badminton,42,77.15,372
College 33,Singapore,15443,3185,11743,7.1777395,355479,Chemical Engineering,Badminton,10,86.66,539
College 31,UK,27412,2549,11855,8.951222,1882444,Economics,Chess,9,92.79,392
College 90,Australia,17276,965,2055,8.3363485,2392697,Civil Engineering,Basketball,5,95.75,640
College 21,Canada,20376,1587,14632,10.0,1992330,Business Administration,Tennis,39,95.07000000000001,501
College 36,USA,29892,2667,4198,8.5203105,2320621,Economics,Swimming,9,86.72,533
College 65,Australia,26082,7934,13884,7.3637755,2487551,Biotechnology,Volleyball,47,81.31,449
College 4,Canada,24797,8309,9615,8.9282035,4536407,Mechanical Engineering,Volleyball,25,77.36,581
College 68,India,14276,9004,2680,9.5350385,1070077,Computer Science,Basketball,45,72.87,303
College 90,Singapore,13013,6405,1609,10.0,4975156,Chemical Engineering,Tennis,27,78.22,415
College 4,India,23233,860,10347,8.3875705,3555141,Biotechnology,Swimming,36,71.85,604
College 9,Singapore,20274,8265,12009,7.8071485,2854297,Physics,Cricket,27,85.27,392
College 30,South Africa,21837,14862,6975,9.991164000000001,1222328,Economics,Football,11,72.08,296
College 45,Australia,24065,8964,8842,8.480799000000001,4081598,Business Administration,Football,22,70.86,572
College 4,Australia,29189,10973,8189,8.381517,503034,Economics,Basketball,45,81.1,594
College 69,Japan,26321,11908,5102,7.358242,1136484,Civil Engineering,Cricket,0,68.0,537
College 23,UK,9806,9454,352,8.749221,1198442,Business Administration,Swimming,32,67.22,435
College 16,USA,29502,1273,2139,7.983861500000001,987723,Business Administration,Swimming,48,99.24,424
College 22,South Africa,21603,2388,13717,6.6466875000000005,4133375,Mechanical Engineering,Tennis,21,73.39999999999999,550
College 72,South Africa,12208,2432,9681,9.5312325,3382465,Business Administration,Tennis,12,99.94,186
College 48,Switzerland,26883,14969,1953,7.522083,1144166,Physics,Swimming,15,88.57,319
College 62,USA,29821,4429,806,9.518684499999999,1797369,Electrical Engineering,Basketball,31,86.91999999999999,643
College 97,Singapore,23911,11206,12705,8.066253,1232506,Physics,Cricket,30,84.44,645
College 60,Canada,1923,13529,-11606,10.0,3424339,Economics,Swimming,30,65.37,407
College 80,China,26035,6790,3309,10.0,4863545,Mechanical Engineering,Chess,22,90.92,347
College 5,Australia,3751,2783,968,9.610266,4140532,Computer Science,Cricket,16,63.2,208
College 80,Japan,16314,10672,5642,10.0,3078265,Physics,Swimming,2,62.21,657
College 7,China,6522,11341,-4819,9.902940000000001,3485880,Mathematics,Chess,22,72.65,253
College 51,USA,10299,10441,-142,9.798662,4257324,Computer Science,Cricket,5,89.04,587
College 65,India,9805,7038,2767,7.745326,1110652,Chemical Engineering,Cricket,35,73.87,401
College 9,India,21142,3273,14389,8.589779,3379558,Computer Science,Athletics,25,71.06,468
College 82,India,24379,14291,10088,10.0,3837771,Electrical Engineering,Volleyball,33,68.86999999999999,485
College 45,Australia,20503,10185,1115,5.5200995,1380199,Business Administration,Cricket,10,81.01,287
College 47,Singapore,29161,5369,9706,9.1207105,1261421,Economics,Chess,16,93.58999999999999,521
College 67,South Africa,25342,14577,4128,9.0687715,1357543,Civil Engineering,Football,19,64.17,441
College 24,South Africa,26041,11394,14220,8.875192,1750384,Business Administration,Football,35,85.55,706
College 92,UK,12604,793,9110,8.0032395,906479,Biotechnology,Cricket,28,93.66,312
College 10,Australia,20422,5020,891,6.7916005,683201,Business Administration,Volleyball,37,91.11,697
College 73,Australia,3436,14826,-11390,9.505428,4570856,Chemical Engineering,Cricket,42,66.85,418
College 77,China,26927,2731,8710,10.0,4803427,Business Administration,Athletics,15,81.87,600
College 48,China,5650,1285,4365,7.9425685,2205137,Physics,Cricket,8,76.48,503
College 35,India,15030,10902,4128,8.4844965,1868993,Physics,Chess,36,74.03,473
College 54,South Africa,16225,9173,7052,8.9327045,4245409,Computer Science,Chess,38,66.97,380
College 87,Singapore,11340,800,2895,8.9689455,4857891,Business Administration,Tennis,18,98.14,492
College 81,Australia,14965,11123,3842,5.7320575,264115,Biotechnology,Volleyball,39,87.12,339
College 71,China,9731,1680,8051,9.4894125,3278825,Economics,Athletics,31,89.69999999999999,256
College 16,Canada,18993,4062,12192,6.9512745,3242549,Biotechnology,Badminton,26,97.1,588
College 53,India,29677,824,11156,9.3076835,2655367,Business Administration,Basketball,45,98.59,465
College 40,Canada,7893,6475,1418,10.0,4281844,Physics,Cricket,21,63.38,361
College 100,Australia,15078,7921,7157,9.234502,869004,Chemical Engineering,Tennis,13,89.81,462
College 20,India,19963,7187,3832,6.2796915,399383,Chemical Engineering,Badminton,46,73.38,597
College 88,South Africa,18987,3153,4314,8.7224665,2064933,Electrical Engineering,Cricket,16,66.57,358
College 69,South Africa,22357,12959,9398,8.479412,518824,Economics,Volleyball,0,78.92,509
College 45,China,19370,2133,7199,10.0,4063590,Chemical Engineering,Basketball,46,72.46,313
College 6,Canada,6662,4133,2529,8.90679,2153580,Chemical Engineering,Chess,3,94.82,219
College 92,Switzerland,4249,9949,-5700,8.1167095,3753419,Civil Engineering,Football,27,100.0,189
College 69,India,6587,5617,970,8.1696455,1499291,Mechanical Engineering,Basketball,23,63.16,293
College 49,India,20498,6103,14395,7.433403,266806,Mathematics,Badminton,10,71.99,292
College 39,Canada,3904,12013,-8109,7.2153555,550711,Chemical Engineering,Swimming,18,77.19,164
College 2,China,9751,12808,-3057,9.3048345,1589669,Mathematics,Tennis,7,73.79,385
College 39,Canada,25275,12720,10752,9.6544855,2788971,Economics,Volleyball,4,84.12,702
College 21,India,5840,6298,-458,8.8647615,3349523,Electrical Engineering,Athletics,5,65.41,270
College 40,Canada,7260,4459,2523,8.5469235,3673847,Civil Engineering,Football,24,66.84,365
College 82,Canada,20434,6728,10134,7.508413999999999,896828,Economics,Swimming,33,100.0,315
College 54,China,3843,3414,429,9.569699,4079398,Economics,Volleyball,0,71.87,420
College 12,China,4550,7416,-2866,9.5175285,2515057,Electrical Engineering,Basketball,26,91.71,489
College 81,UK,3680,9876,-6196,7.059224,1618448,Biotechnology,Cricket,7,96.44,447
College 37,India,19120,4831,856,8.2942255,608451,Mathematics,Athletics,48,68.26,592
College 38,UK,8416,4363,4053,8.104328,4228656,Computer Science,Badminton,28,84.1,311
College 15,Canada,14000,12905,1095,8.446156,792312,Computer Science,Swimming,49,72.48,475
College 7,Canada,29710,6627,6588,10.0,3180901,Chemical Engineering,Cricket,33,89.61999999999999,505
College 78,Switzerland,29040,3177,10673,7.5629165,1565833,Biotechnology,Chess,27,94.12,527
College 50,USA,12424,5612,6524,9.8460505,4132101,Computer Science,Football,25,68.66,425
College 65,Japan,29387,1050,11772,9.7756165,3691233,Mechanical Engineering,Cricket,21,64.77,639
College 67,China,20685,10299,5091,10.0,3542085,Mathematics,Football,26,95.03999999999999,299
College 44,Canada,14269,1337,11543,8.7808605,1941721,Physics,Cricket,35,76.07,311
College 31,UK,15506,7882,7624,9.7458685,1171737,Mathematics,Volleyball,18,81.92999999999999,484
College 43,Australia,14296,9331,4965,8.9761565,2232313,Mechanical Engineering,Football,3,83.82,235
College 77,USA,16104,8099,8005,8.099108,298216,Electrical Engineering,Cricket,34,100.0,266
College 48,Canada,27317,775,5616,9.3140645,4628129,Chemical Engineering,Cricket,10,67.83,507
College 82,South Africa,4408,10815,-6407,10.0,4792299,Biotechnology,Athletics,11,64.59,533
College 81,India,27199,6367,1254,10.0,1179245,Biotechnology,Swimming,36,72.75999999999999,414
College 81,Singapore,2480,4360,-1880,9.2205145,2301029,Physics,Volleyball,17,96.63000000000001,237
College 61,Australia,12657,3529,9128,10.0,4155624,Physics,Tennis,20,100.0,531
College 75,USA,21625,3199,7493,7.5452015,4250403,Computer Science,Tennis,42,98.57000000000001,531
College 84,Australia,22768,12725,10043,9.984816,1449632,Physics,Basketball,2,62.440000000000005,407
College 10,Switzerland,10464,7953,2511,9.7290655,3658131,Business Administration,Chess,13,89.23,546
College 29,Australia,12260,7930,4330,8.4464185,4392837,Business Administration,Football,8,98.55,274
College 48,China,10740,11864,-1124,8.778355999999999,4536712,Biotechnology,Athletics,30,66.62,571
College 98,China,12050,14893,-2843,10.0,3093779,Biotechnology,Basketball,46,74.94,602
College 81,Canada,6217,12805,-6588,8.375577,211154,Economics,Football,19,86.35000000000001,290
College 62,Japan,19819,2991,14490,9.4429725,3485945,Mechanical Engineering,Volleyball,9,80.56,565
College 13,UK,9746,12037,-2291,9.605541500000001,4391083,Electrical Engineering,Volleyball,31,89.46,596
College 44,USA,23238,4047,7640,7.539489,2498978,Computer Science,Swimming,44,98.07000000000001,689
College 47,USA,14470,3235,11235,10.0,3645885,Mechanical Engineering,Chess,3,95.6,245
College 64,USA,4546,9237,-4691,8.819605000000001,539210,Civil Engineering,Athletics,46,68.86,483
College 91,China,12752,2491,9996,9.359859,679718,Computer Science,Volleyball,34,67.5,470
College 53,Japan,6144,1478,4666,8.325097,1310194,Civil Engineering,Basketball,36,92.13,264
College 90,China,5311,9209,-3898,7.7570905,1614181,Mechanical Engineering,Football,1,61.01,487
College 92,Singapore,10291,14698,-4407,8.39331,3126620,Physics,Basketball,18,81.86,550
College 77,USA,6972,4457,2515,10.0,3049544,Business Administration,Badminton,30,76.13,356
College 76,Japan,12536,3375,1494,9.8189205,4917841,Economics,Basketball,41,84.39,203
College 44,Switzerland,15273,7623,7216,7.727398000000001,494796,Business Administration,Football,30,90.36,567
College 28,Japan,8835,11659,-2824,6.466165500000001,632331,Physics,Football,30,66.61,568
College 2,Canada,1712,8912,-7200,9.1624885,2924977,Computer Science,Swimming,42,99.63000000000001,252
College 57,Australia,18475,1231,2256,10.0,4120307,Mechanical Engineering,Badminton,40,71.72,647
College 57,South Africa,21548,952,2631,10.0,4730794,Mechanical Engineering,Basketball,11,92.85,347
College 34,China,5976,12932,-6956,10.0,4056486,Business Administration,Badminton,40,67.34,117
College 87,Japan,7668,14574,-6906,9.964539,3929078,Civil Engineering,Badminton,38,75.8,245
College 58,Canada,10300,2007,8293,10.0,2944419,Biotechnology,Cricket,27,79.55,403
College 52,Australia,27893,2865,11944,10.0,3656822,Computer Science,Badminton,29,66.88,485
College 29,Switzerland,25209,5396,7168,10.0,4091929,Business Administration,Basketball,25,98.47,546
College 35,Canada,18544,7025,10912,9.4636155,3207231,Mathematics,Volleyball,49,89.18,375
College 75,Singapore,8001,8881,-880,9.7409515,4221903,Mathematics,Basketball,28,86.97,230
College 48,Singapore,1745,13145,-11400,8.2280235,3896047,Computer Science,Chess,18,65.25,194
College 33,Australia,9491,758,8733,7.3257695,2871539,Electrical Engineering,Tennis,3,94.92,374
College 75,USA,5634,2493,1938,7.967855,2135710,Mathematics,Athletics,11,93.72,410
College 73,South Africa,6288,12201,-5913,10.0,2137799,Mathematics,Tennis,20,63.84,475
College 78,Canada,12831,8958,3873,9.716758500000001,2273517,Biotechnology,Basketball,43,94.55,240
College 9,USA,6469,10826,-4357,8.762191,2364382,Mechanical Engineering,Volleyball,46,80.47,348
College 48,India,15891,11895,3996,9.9001855,2900371,Mechanical Engineering,Badminton,35,90.57,501
College 67,China,12273,14458,-2185,9.9373985,4254797,Mechanical Engineering,Chess,28,98.22,584
College 93,Singapore,2439,8461,-6022,8.834945999999999,769892,Mathematics,Athletics,48,81.28,401
College 83,Singapore,5677,4180,1497,9.9217505,1023501,Mechanical Engineering,Basketball,0,77.73,417
College 36,USA,28929,9200,2614,7.297076,734152,Biotechnology,Basketball,24,62.71,385
College 96,Japan,2751,12508,-9757,5.949234000000001,1838468,Economics,Badminton,41,72.33999999999999,271
College 71,UK,6672,2781,3891,8.0782465,3976493,Civil Engineering,Chess,0,70.06,312
College 92,UK,11227,5654,3732,8.707777,4715554,Biotechnology,Swimming,30,79.91,238
College 44,China,29461,2191,12143,9.931598999999999,3803198,Civil Engineering,Cricket,27,93.99000000000001,563
College 82,UK,15349,3305,7492,8.2534015,4686803,Biotechnology,Volleyball,15,80.52,391
College 60,Singapore,2177,10012,-7835,10.0,3159637,Computer Science,Swimming,6,66.5,260
College 63,Japan,19019,9893,9126,7.8979289999999995,3515858,Business Administration,Football,32,83.0,514
College 5,Singapore,28654,10966,744,7.646732,693464,Mechanical Engineering,Basketball,43,75.11999999999999,643
College 87,South Africa,1676,538,1138,8.537841,635682,Mechanical Engineering,Cricket,5,93.08,236
College 86,Singapore,9419,835,8584,10.0,4545519,Business Administration,Cricket,40,68.15,580
College 90,Switzerland,8361,3581,1024,8.25576,791520,Physics,Basketball,32,90.66,167
College 76,China,23812,14394,9418,6.8351765,950353,Biotechnology,Cricket,46,65.03,350
College 40,Japan,14267,13050,1217,5.96991,439820,Electrical Engineering,Football,19,90.35000000000001,555
College 19,China,19281,6924,4603,9.030357500000001,4720715,Economics,Badminton,1,90.14999999999999,680
College 47,South Africa,14687,10168,4519,10.0,1582769,Physics,Football,25,72.52,493
